age_at_marriage,marriage_duration_years,num_children,education_level,employment_status,combined_income,religious_compatibility,cultural_background_match,communication_score,conflict_frequency,conflict_resolution_style,financial_stress_level,mental_health_issues,infidelity_occurred,counseling_attended,social_support,shared_hobbies_count,marriage_type,pre_marital_cohabitation,domestic_violence_history,trust_score,divorced
23,5,2,High School,Homemaker,34508,Same Religion,1,7.923347923090326,3,Aggressive,6.318614821926587,1,0,0,6.538808669455888,3,Love,1,0,1.179523842019595,1
27,15,2,High School,Full-time,47480,Same Religion,0,10.0,2,Collaborative,9.466315112839716,0,0,1,5.25893789987889,2,Love,1,0,7.0291623034755215,0
24,6,0,Bachelor,Part-time,24112,Same Religion,0,6.423061589643536,0,Collaborative,3.505880875026138,0,0,1,8.571231359129964,4,Love,1,0,7.226579962860367,1
24,28,1,Master,Unemployed,80778,Same Religion,1,9.372573550825615,1,Avoidant,7.995155035750818,0,0,0,3.437987664153958,3,Arranged,1,0,8.75678835347086,1
27,6,2,Master,Full-time,33663,Same Religion,0,5.980280901712651,3,Avoidant,4.033042981960439,0,1,0,5.038155687272038,4,Other,0,0,6.383976037655791,1
24,6,1,PhD,Homemaker,64414,Same Religion,1,7.220540231611224,1,Collaborative,4.1967494895159225,0,0,0,6.011270178528211,3,Love,0,0,7.09254045038909,1
26,15,1,Bachelor,Part-time,55066,Same Religion,1,7.646934517385042,1,Avoidant,4.697821984056778,0,0,1,4.977153744175899,3,Love,0,0,8.127844323850837,1
18,17,1,Master,Unemployed,67773,Same Religion,0,2.3740926703820566,2,Aggressive,4.474850050063409,0,0,0,2.347940459410136,5,Love,1,0,4.725567445495172,0
29,8,6,High School,Full-time,60689,Same Religion,1,5.774588914774584,2,Collaborative,4.228033912519724,0,0,0,6.858606691589194,1,Other,0,0,3.675585915540978,0
28,1,0,High School,Unemployed,33544,Same Religion,1,5.556339218685935,0,Avoidant,1.3089753431049194,1,0,0,5.282555633768862,1,Arranged,0,0,5.584590967860661,0
23,6,0,High School,Full-time,53346,Same Religion,1,5.950016269556142,2,Collaborative,4.821514988725168,0,0,0,4.851423190435959,3,Love,1,0,3.958702975714002,0
31,34,2,Bachelor,Unemployed,85335,Not Religious,1,4.564234292613891,3,Collaborative,4.178700504902513,0,0,0,10.0,4,Other,0,0,8.277271051833068,0
32,13,5,High School,Part-time,43536,Same Religion,1,6.330596818062096,3,Aggressive,7.702097725567932,1,0,0,7.239980544521688,3,Arranged,1,1,4.716160004856784,1
19,16,1,High School,Full-time,83149,Not Religious,1,6.713795588315866,2,Avoidant,4.813173803917414,0,0,0,4.388501463311194,5,Arranged,0,0,5.609666939393752,0
24,1,1,Bachelor,Homemaker,73232,Same Religion,1,3.99074633893542,2,Collaborative,1.0,0,0,0,5.453160124119165,2,Arranged,0,0,8.763280504304694,0
24,6,3,Bachelor,Unemployed,62785,Different Religion,0,6.075061028559343,0,Passive,3.973921158975765,1,0,0,4.218428195500634,3,Arranged,1,0,8.139799828091359,1
23,10,1,Bachelor,Homemaker,45214,Same Religion,0,5.503386803275302,2,Collaborative,6.36733406725404,0,0,1,4.261720637458086,1,Other,1,0,6.056102109240263,0
32,17,0,Bachelor,Full-time,65449,Not Religious,1,8.410970789460329,1,Aggressive,1.1865900207662743,0,0,0,4.099259328413334,4,Arranged,0,0,7.516765377885231,0
27,1,1,High School,Part-time,49793,Same Religion,1,7.15733356249632,3,Collaborative,1.0,0,0,1,6.168241003336449,3,Love,0,0,6.105227036811005,1
26,19,0,High School,Part-time,82092,Not Religious,1,4.461391316431856,5,Collaborative,6.245466094413477,0,0,1,4.097014126492699,6,Love,1,0,5.650851136067101,0
18,7,1,High School,Part-time,34252,Same Religion,0,7.955691637992579,0,Passive,7.354740698256529,0,0,1,3.423036749551866,1,Love,1,0,8.469332467069336,0
31,2,3,High School,Full-time,66159,Same Religion,1,5.897227302478449,2,Collaborative,6.757881044337335,0,0,0,2.237725056362016,3,Love,0,0,7.023391893882993,0
21,3,1,Bachelor,Full-time,60575,Same Religion,1,6.126317961854787,0,Avoidant,7.549629542307032,0,1,0,6.50892803823761,4,Love,1,0,6.463765118777975,0
28,3,2,Master,Homemaker,66570,Different Religion,0,4.152534599723865,1,Avoidant,2.4491117467053227,1,0,0,6.80498063818246,2,Love,0,0,5.520704994637707,0
29,7,2,Bachelor,Full-time,74355,Not Religious,1,6.404436336782564,1,Aggressive,5.643122438780474,1,0,0,5.189454981713731,0,Love,0,0,4.066917915408126,1
34,1,2,Bachelor,Homemaker,42234,Same Religion,1,7.88941971883739,3,Collaborative,5.916497723201962,0,0,0,7.091511116978479,1,Love,1,0,5.88218992135801,0
21,1,1,Master,Full-time,42217,Different Religion,1,5.518774439955855,0,Avoidant,7.844433604972362,0,0,0,1.8074741014434847,4,Love,0,0,8.135708925479125,0
18,16,2,High School,Homemaker,64307,Different Religion,0,9.16087987532454,4,Avoidant,7.481702082125411,0,0,0,2.4187635079988525,1,Love,1,0,7.660553206376447,0
28,1,1,High School,Part-time,79292,Same Religion,1,7.806132331368518,3,Aggressive,6.791037249803354,0,0,0,5.840303587414246,1,Arranged,1,0,5.34497499143129,1
37,2,0,Bachelor,Unemployed,55015,Different Religion,1,4.331186966921303,2,Aggressive,3.481883727806416,1,0,0,7.211402661933853,1,Love,1,0,7.279015837250315,0
34,6,0,Bachelor,Full-time,88757,Same Religion,0,6.522866064450535,2,Aggressive,1.0,0,0,0,4.866676917261469,2,Other,0,0,4.122179368370725,1
29,7,3,Bachelor,Homemaker,54000,Same Religion,0,3.246707348894136,3,Collaborative,1.0,0,1,1,7.294631235277492,3,Love,0,0,6.088411429181832,1
25,14,2,Master,Part-time,45768,Different Religion,1,4.06745458969843,4,Collaborative,6.346781927637059,0,1,0,6.978953406168575,3,Love,0,0,8.392807945203474,0
32,5,1,High School,Part-time,69085,Same Religion,1,2.519448370069142,3,Passive,7.09223837102561,1,0,0,9.3707620880539,6,Love,0,0,7.539133597181374,0
23,15,0,Bachelor,Full-time,49076,Not Religious,1,2.7878801899933427,0,Aggressive,3.1750766628881752,0,0,1,4.350746793601799,9,Arranged,0,0,10.0,0
30,9,2,High School,Part-time,49326,Not Religious,1,5.407389167889549,2,Passive,6.684386475638673,0,0,1,5.25715765579066,1,Arranged,1,0,6.279047545890136,0
30,1,1,Master,Homemaker,65200,Not Religious,1,5.620327408212172,2,Avoidant,6.288076524747112,0,0,0,6.390636689869969,4,Arranged,1,0,9.199680601165442,0
33,1,1,Master,Full-time,78637,Same Religion,1,6.454398743147596,3,Collaborative,2.3046297639093387,0,0,0,6.943792704459178,2,Love,0,0,4.41283877918288,0
41,5,1,High School,Unemployed,66046,Same Religion,1,4.207057985526533,5,Collaborative,7.815946442482571,0,0,1,1.963775130252011,3,Love,0,0,8.366917932060911,1
29,5,2,High School,Full-time,62166,Same Religion,1,7.667496922965922,3,Avoidant,5.812179008144238,1,0,0,5.9577441619976,1,Love,1,0,4.033416399755699,0
25,13,3,High School,Homemaker,98471,Not Religious,1,5.572555768629835,1,Collaborative,1.0,0,0,0,6.423750503865999,1,Love,0,0,6.545993094918631,0
27,8,3,High School,Homemaker,73929,Same Religion,1,6.620431440830136,0,Passive,3.853001286816092,0,0,0,4.861729719184119,3,Arranged,0,1,7.82337520911537,1
19,4,0,Bachelor,Full-time,53230,Same Religion,0,1.0,0,Passive,7.504296930011426,0,0,0,9.967342078212091,3,Love,1,0,1.452966198193803,1
24,1,2,Bachelor,Full-time,82054,Same Religion,1,6.006031666890684,2,Collaborative,3.094143368065206,0,0,1,6.036491130097455,0,Love,1,0,4.6214452083340944,0
25,2,3,No Formal Education,Part-time,55209,Same Religion,1,7.574309078450212,2,Collaborative,7.608452302190265,1,0,0,4.381398162416032,3,Love,1,0,5.482707637179876,1
25,8,3,Bachelor,Full-time,72071,Same Religion,1,1.4473025865122553,0,Avoidant,8.014046703864233,0,0,0,8.558091643289323,5,Other,0,0,7.025541635299678,0
28,5,2,High School,Full-time,70802,Same Religion,1,6.065942272818,2,Avoidant,3.0714824619830923,1,0,1,5.531665734700746,1,Love,1,0,5.545347354724323,0
23,7,1,High School,Full-time,60053,Same Religion,1,4.4217897957061165,1,Aggressive,2.372620425203249,0,0,0,6.13305560234707,3,Arranged,1,0,3.509879701370928,1
33,1,2,High School,Full-time,45516,Not Religious,1,9.081256009463209,2,Collaborative,6.608056377832932,0,0,0,5.959149634073483,0,Arranged,0,0,6.897630314527247,0
28,10,2,High School,Full-time,59448,Different Religion,1,3.4256704595259446,1,Aggressive,6.23978113520803,0,0,1,8.588511824351851,8,Love,1,0,2.0627320423646305,1
27,19,1,Master,Full-time,50518,Different Religion,1,10.0,0,Collaborative,6.424525396584558,0,0,0,4.932117037958699,1,Love,0,0,9.463146090208234,0
26,2,1,High School,Full-time,65266,Same Religion,1,8.584541110765935,2,Aggressive,4.644232704606672,1,1,1,4.451128498190534,1,Love,0,0,3.912572972283737,1
28,6,1,No Formal Education,Part-time,68449,Not Religious,1,6.227174535826284,1,Collaborative,8.568830921202736,0,0,0,3.6490894615248943,3,Love,1,0,5.128447115517803,0
32,37,3,Bachelor,Part-time,20587,Not Religious,1,3.128848862060763,1,Collaborative,7.243888657905221,0,0,0,5.642925439307078,1,Arranged,1,0,4.683576173984816,1
23,4,1,Bachelor,Full-time,66753,Not Religious,1,5.082381740137572,2,Collaborative,3.900704381476195,0,0,0,6.178176991878773,4,Arranged,1,0,5.951555031152783,0
24,9,0,Bachelor,Part-time,118505,Same Religion,1,7.372397852130909,4,Collaborative,6.752710606819623,0,0,1,5.491208949805295,3,Arranged,0,0,4.277375975788178,1
26,1,1,Bachelor,Homemaker,53664,Not Religious,1,6.220584355687878,1,Collaborative,5.358745225120529,0,0,0,5.113825734378348,1,Love,1,0,2.2462107358412213,1
21,9,5,Bachelor,Full-time,79778,Same Religion,1,3.8030148920073383,3,Collaborative,1.3821807849617245,0,0,0,4.544301945054426,1,Arranged,1,0,5.563520309603698,0
23,1,0,Bachelor,Unemployed,74839,Same Religion,1,8.215044446840594,1,Avoidant,1.217656691460414,0,0,0,9.028374282380936,3,Love,1,0,3.674207411882716,0
25,31,0,High School,Part-time,27154,Same Religion,1,5.807922812336761,0,Collaborative,4.917725011379506,0,0,0,3.863655530373733,5,Love,0,0,6.763352497591818,0
32,12,1,PhD,Full-time,69954,Different Religion,1,6.565417096828646,1,Avoidant,3.5785796246400343,0,1,0,2.0682008222480905,1,Love,0,0,3.37867591981742,0
29,15,3,High School,Full-time,43187,Same Religion,1,7.989580716773141,0,Collaborative,2.406107020433778,0,0,0,5.932931618607259,7,Love,1,0,3.149458789617434,0
28,12,1,Bachelor,Part-time,56049,Same Religion,0,7.764494918310459,1,Avoidant,3.975964856268922,0,0,0,9.650350320107096,1,Love,1,0,4.558183023166565,0
32,8,1,Bachelor,Unemployed,30814,Different Religion,1,8.160022051894549,2,Passive,6.403299536882089,1,0,1,7.317125507854981,5,Love,0,0,7.182756517095417,0
27,5,1,High School,Full-time,68845,Same Religion,0,7.397247218051477,3,Collaborative,5.75126430785152,1,0,0,6.9661923087401085,3,Love,1,0,5.668176793652759,0
29,19,0,High School,Homemaker,53179,Same Religion,0,4.660710744168572,1,Avoidant,4.962641586385328,0,0,0,7.804730761382502,1,Love,1,0,10.0,0
27,31,1,High School,Part-time,86905,Same Religion,1,5.915395787040016,3,Collaborative,1.0,0,0,0,4.748301775880862,3,Love,0,0,9.427036771869114,0
29,6,1,Bachelor,Full-time,32808,Same Religion,1,8.699136132590876,1,Collaborative,1.0,1,0,0,4.370893590097327,2,Love,0,0,8.35989204035156,0
25,26,1,Bachelor,Full-time,78173,Same Religion,1,3.302149571013489,4,Avoidant,8.329222744432192,0,0,0,5.967443085951757,2,Love,1,0,6.164685698649598,0
18,8,1,Master,Full-time,68427,Same Religion,1,3.743960378212353,6,Collaborative,4.814485294135092,0,0,0,7.867137205951286,7,Arranged,0,0,5.73123202779813,0
27,7,1,Master,Full-time,42833,Not Religious,1,7.082455567695072,3,Avoidant,7.032063161231121,1,0,1,4.748905405331964,4,Love,1,0,9.936471102578505,0
35,6,0,High School,Full-time,29088,Not Religious,1,5.81954116715942,3,Collaborative,5.327376554770729,0,0,0,4.406809629700833,2,Love,1,0,4.648952725256936,1
32,2,1,Bachelor,Unemployed,54201,Same Religion,1,2.649161463777004,1,Avoidant,3.136402219418304,0,0,0,5.564891359040263,4,Love,1,0,6.660025811775715,0
32,1,1,Master,Unemployed,64733,Same Religion,1,7.3979214269002,3,Aggressive,3.9948290236844617,0,0,0,7.980335037741152,2,Love,0,0,5.665369128283063,1
34,2,1,Bachelor,Full-time,38688,Same Religion,0,6.905842592107253,2,Collaborative,7.912070751235274,0,1,1,6.7821276900250265,1,Love,0,0,4.978133321735683,0
28,7,1,Bachelor,Part-time,41019,Same Religion,1,10.0,3,Avoidant,6.465681291277695,0,0,0,6.255754234177033,1,Love,0,0,6.3463478854600375,0
28,4,4,Master,Full-time,79809,Same Religion,0,6.387520933106462,2,Passive,3.062690131567371,1,0,0,3.816590156291285,4,Love,0,0,5.722184564818735,1
24,5,0,High School,Full-time,44370,Same Religion,1,10.0,0,Collaborative,7.240190439907514,1,1,0,4.767910911021193,0,Love,1,0,8.052894086540386,0
26,39,0,Master,Unemployed,71598,Same Religion,1,7.967223027256488,2,Avoidant,3.0971847222559328,0,0,1,3.780687144037141,4,Love,0,0,3.463756535801175,0
31,4,1,High School,Full-time,84377,Same Religion,0,2.236110323178758,1,Collaborative,5.990999805609874,0,0,0,3.260421972974044,2,Love,0,0,4.806206280722483,1
34,6,0,Bachelor,Unemployed,43914,Same Religion,1,6.061174966816119,6,Passive,1.0,0,0,1,3.925997007410951,6,Arranged,1,0,5.053025940292127,1
27,1,1,High School,Homemaker,35009,Not Religious,1,5.871532910305605,4,Passive,4.515603519732364,0,0,1,7.571293791357036,4,Arranged,1,0,7.278533813524494,1
25,1,0,Master,Part-time,77439,Not Religious,1,5.82189638601656,2,Aggressive,5.635749140470812,1,0,0,6.696014132174674,4,Love,1,0,5.996674886456663,0
28,14,2,Bachelor,Full-time,54023,Not Religious,0,4.271499783084794,3,Aggressive,3.5847984954328806,0,0,0,5.915604032283211,5,Love,1,0,3.894382472823789,1
31,8,2,Bachelor,Full-time,51224,Not Religious,0,7.603794931110041,2,Passive,6.934802659759622,0,0,0,4.061017939578203,3,Love,0,0,3.684707424695934,1
20,14,1,Master,Full-time,88572,Same Religion,1,5.311603725493539,2,Avoidant,1.9967041742958127,1,0,0,5.253924097818024,0,Other,1,1,8.93851837558553,0
18,1,1,Master,Part-time,54643,Different Religion,1,8.351751386519869,1,Collaborative,6.882747798347813,0,0,0,6.547328837731223,5,Love,0,0,7.642384109265064,1
25,8,0,Master,Unemployed,65553,Same Religion,1,8.05788884470078,3,Avoidant,5.823761487709364,0,0,0,4.315287564259791,3,Love,1,0,2.985595288758302,0
21,2,0,High School,Part-time,27770,Not Religious,0,5.522388642107118,1,Collaborative,3.06428112791515,1,0,0,5.431677396968409,3,Love,1,0,6.461605903981331,1
25,2,3,Master,Unemployed,58472,Not Religious,1,4.786830704476,3,Passive,1.0,0,0,0,5.86615534685776,0,Love,1,0,6.103917409600768,0
27,1,3,Bachelor,Unemployed,42374,Same Religion,0,4.883255465841962,0,Collaborative,8.949057269699587,0,0,0,8.974304709544514,1,Love,0,0,7.851373514781205,0
25,1,1,Bachelor,Homemaker,49860,Same Religion,1,6.053904610395302,6,Collaborative,4.927153238913856,0,0,0,7.907459942289527,2,Other,0,0,5.930715225740242,0
35,3,0,PhD,Full-time,48682,Same Religion,0,6.644403493979009,4,Avoidant,3.634701159265637,1,0,0,9.752094973795751,4,Love,1,0,7.337586605526946,0
29,1,3,High School,Homemaker,86027,Same Religion,1,5.103773408994754,2,Aggressive,4.019495577655697,0,0,0,4.822942156230121,1,Love,1,1,5.302497891147234,0
29,40,2,High School,Part-time,46737,Not Religious,1,5.170055107539935,0,Avoidant,2.548930140650616,0,1,0,7.111957415071511,2,Love,1,0,4.097485528574637,1
31,3,0,Bachelor,Full-time,49304,Not Religious,1,6.570426011522878,2,Passive,6.630405011731613,0,0,0,6.576265758274961,2,Love,0,1,3.2579250933202584,1
22,1,3,Master,Homemaker,90690,Same Religion,1,8.066213707721738,1,Collaborative,5.319874483461016,1,0,0,8.168531538157772,4,Love,1,0,6.38768040336557,0
33,2,0,Bachelor,Homemaker,52863,Same Religion,1,6.486516567087084,0,Avoidant,1.492070595195032,0,0,0,9.339548827976104,2,Love,1,0,4.21068366200994,0
27,8,2,Bachelor,Part-time,47591,Same Religion,0,5.944230635526835,2,Aggressive,5.130011007750647,0,0,1,3.873651433359875,4,Arranged,0,0,5.572834719540313,0
31,1,2,Bachelor,Unemployed,82000,Not Religious,0,6.47427515397522,0,Collaborative,1.708940825508427,0,0,0,4.84131724947942,3,Love,1,0,7.907138179735022,0
22,19,0,Bachelor,Full-time,60318,Not Religious,0,2.408202697184476,1,Avoidant,6.978173021942085,0,0,1,2.779541951228905,4,Love,1,0,5.787850509649506,1
20,32,2,Master,Full-time,61754,Same Religion,1,5.5364389441952735,2,Avoidant,3.091492064987382,0,0,1,7.54563054985808,5,Love,1,0,3.7178296883114665,1
32,2,3,High School,Full-time,65977,Different Religion,1,3.4866831617235508,4,Collaborative,7.911893674269677,1,0,0,4.295875100464703,3,Love,1,0,4.492044405041349,0
29,5,1,Bachelor,Part-time,86792,Different Religion,1,4.9095554830855965,0,Avoidant,8.685634331980442,0,0,0,4.431807779030345,2,Other,0,0,7.490871563362996,0
23,1,0,Master,Full-time,39320,Same Religion,0,4.170255516094383,2,Aggressive,4.028852310714934,0,0,1,7.023181561840016,4,Arranged,0,0,4.5844419738090325,0
23,10,1,Bachelor,Full-time,82888,Not Religious,1,4.143102914420974,0,Passive,3.06363932226536,0,0,0,3.076278661315076,7,Love,0,0,6.524463543707718,1
33,5,3,Bachelor,Part-time,30125,Same Religion,1,4.029858522719225,2,Collaborative,1.300636853264157,0,1,0,3.478055174788247,4,Arranged,1,0,8.61006957822025,1
22,3,3,High School,Full-time,43692,Same Religion,1,10.0,1,Collaborative,1.0,0,1,0,4.914630099869375,0,Love,0,0,4.070236111890903,1
36,2,5,Master,Full-time,42067,Same Religion,1,5.887067637821512,0,Collaborative,1.2490920257827849,0,0,0,6.053083169159294,1,Arranged,1,0,7.978320041534264,0
23,10,2,Bachelor,Full-time,57179,Different Religion,1,8.40880478811242,4,Avoidant,3.647480505624313,0,0,0,5.31384795326144,6,Love,1,0,8.09033078937367,0
31,5,1,Bachelor,Full-time,44995,Same Religion,1,7.52130948021379,2,Collaborative,1.0,1,0,0,6.341096676155513,8,Love,1,0,7.625752535405336,0
26,1,2,Bachelor,Full-time,85419,Different Religion,1,7.376911195448034,2,Avoidant,6.8441203335467,1,0,0,8.229616120020971,3,Love,1,0,5.509180504133992,0
31,11,3,Bachelor,Full-time,70401,Not Religious,1,7.087561820203747,1,Passive,6.189412016306782,0,0,0,7.130548064281988,5,Love,0,0,6.503219968982379,0
25,8,2,Master,Full-time,59707,Different Religion,0,10.0,5,Avoidant,6.195675792012642,0,0,1,4.739505717948268,4,Love,1,0,5.811199224589114,0
27,19,2,Master,Full-time,42436,Different Religion,1,6.855045127392561,2,Passive,7.92900803893736,0,0,0,4.771152226732406,1,Love,0,0,5.972739724979076,0
28,1,1,Bachelor,Full-time,88027,Same Religion,0,2.439156151840015,1,Collaborative,2.085882971826225,1,0,1,7.056730439213195,3,Love,0,0,4.284749549791397,0
22,15,1,Bachelor,Homemaker,61967,Same Religion,1,5.651601829491682,2,Avoidant,2.23200307048169,0,0,0,5.549596641603976,4,Arranged,1,0,2.7575549569043383,1
31,11,1,Master,Full-time,54984,Same Religion,1,3.907429231311127,2,Avoidant,7.823089527337125,0,0,1,8.137868116557943,5,Arranged,0,0,3.553217938043589,1
25,1,3,High School,Part-time,57278,Same Religion,1,3.1999943177936365,4,Avoidant,3.585328548937165,0,0,0,5.973590766350105,0,Love,1,0,9.121525899120693,0
26,11,0,High School,Full-time,55562,Not Religious,0,6.863299006325854,0,Avoidant,5.981742755456246,0,0,0,3.2303740696370284,4,Love,0,0,10.0,1
23,5,0,Master,Full-time,76922,Not Religious,0,1.851386273848326,0,Collaborative,1.0,0,0,0,6.311143514989716,1,Love,0,0,10.0,0
18,29,3,Bachelor,Full-time,82607,Same Religion,1,6.217290155460517,3,Collaborative,7.678898949188069,0,0,0,5.816395602379218,6,Other,1,0,5.6087714570665,0
27,1,3,Bachelor,Homemaker,41481,Not Religious,1,2.7049172247985034,0,Collaborative,5.883752646552595,0,0,0,6.432634965105065,8,Love,0,0,4.630734540432794,0
40,10,3,High School,Full-time,46954,Different Religion,1,5.649125919716364,1,Avoidant,1.2415778246945075,0,0,0,3.4053995908297936,1,Love,0,0,6.830191392037612,1
31,4,1,Master,Part-time,47951,Not Religious,0,7.553107548534061,0,Avoidant,8.668749300634703,0,0,1,3.293164764412933,5,Arranged,1,0,4.736951264896319,0
27,31,1,Bachelor,Part-time,66397,Same Religion,1,4.693993820789,2,Collaborative,5.3854502427577495,0,0,1,9.11393313354858,3,Love,1,0,9.463233892432749,0
26,4,0,Master,Full-time,79961,Different Religion,0,3.634737849377964,3,Collaborative,9.831710015586678,0,0,0,4.42979318927793,4,Love,1,0,6.205632907224881,1
28,32,1,No Formal Education,Homemaker,32539,Same Religion,1,5.3188596926073215,1,Aggressive,1.0,0,0,1,5.268661250763776,2,Love,0,0,7.082912812288053,0
30,23,0,No Formal Education,Full-time,39072,Same Religion,1,7.238584861215321,1,Avoidant,5.88835655574077,0,1,0,2.120008986028649,1,Love,1,0,2.957429556897656,0
22,3,1,Master,Full-time,53128,Same Religion,1,6.606840731103432,3,Aggressive,3.4798280683281355,0,0,0,6.115785105362646,4,Love,1,1,7.789849393815968,0
33,16,3,High School,Full-time,70675,Same Religion,1,5.856696013287564,2,Aggressive,4.249607311856341,0,0,1,2.542256684005046,5,Love,1,0,3.606620177499719,1
31,40,3,Master,Full-time,41180,Same Religion,0,4.326705012808114,2,Collaborative,5.3713901306675575,0,0,1,5.818710753121422,1,Love,1,0,8.040346750693315,1
31,2,2,High School,Full-time,52278,Same Religion,0,5.1860966708000085,1,Aggressive,1.0,0,1,1,6.38544581886448,0,Love,1,0,4.094104325403092,1
30,5,0,Master,Part-time,45570,Different Religion,0,7.379354873554282,1,Passive,10.0,1,0,0,4.915313758795714,2,Love,1,0,3.840176724836261,1
28,7,2,High School,Full-time,75150,Different Religion,1,5.732559489848323,4,Aggressive,9.331546882688643,0,1,0,7.221314095747635,2,Arranged,1,0,6.9159592624366,1
31,3,1,Bachelor,Part-time,57809,Not Religious,1,6.484064239286861,1,Avoidant,5.561991903784588,0,1,0,6.101346812830029,2,Arranged,0,0,5.793424393385509,1
30,1,1,High School,Full-time,45425,Same Religion,1,5.27966311663134,0,Avoidant,1.7057695067888328,0,0,1,6.690647905746944,0,Love,0,0,2.9210801758501304,0
26,2,2,Master,Homemaker,36473,Not Religious,1,3.739700153798283,5,Collaborative,4.280090732249287,0,0,0,5.525463559563859,3,Love,1,0,4.357033317459134,1
25,3,2,High School,Full-time,52079,Different Religion,0,10.0,1,Collaborative,5.582265084564084,0,0,0,6.013741529274691,5,Love,0,0,6.971767658326885,0
28,5,3,Bachelor,Part-time,54720,Same Religion,1,7.56831350095392,3,Passive,3.2920269061081098,0,0,1,10.0,0,Love,0,0,4.6808628440230695,0
35,1,0,Master,Unemployed,76946,Different Religion,0,6.554603786882291,0,Avoidant,7.150000612623657,0,0,1,5.593600936812791,2,Arranged,1,0,5.247758767830917,0
21,20,1,Bachelor,Full-time,80363,Different Religion,1,5.671215656648624,3,Avoidant,5.372138593850214,0,0,0,3.981751311694165,4,Love,0,0,5.71131496519905,1
20,12,0,High School,Full-time,36338,Same Religion,1,8.843377106619238,2,Passive,4.816973862965219,0,0,0,5.5102236652246255,1,Love,1,0,4.306402423724512,0
28,1,3,Bachelor,Full-time,79691,Different Religion,1,4.407008278052901,1,Avoidant,6.950370793128261,0,0,0,7.836857014012464,3,Love,1,0,4.540736331722961,1
28,10,1,High School,Full-time,74251,Different Religion,1,7.339622672359932,3,Collaborative,1.0,0,0,0,4.007224376788296,1,Arranged,1,0,4.067347384341649,1
28,10,0,Bachelor,Full-time,49379,Not Religious,1,6.075596363905052,4,Collaborative,3.0198873688941816,1,0,1,1.7421736335365283,0,Love,1,0,8.939070139326798,0
29,31,0,No Formal Education,Part-time,75158,Not Religious,1,5.474979180175077,0,Aggressive,4.718797385938756,0,0,0,1.0,4,Love,1,0,8.134190494360336,0
26,1,1,Bachelor,Full-time,44157,Different Religion,0,5.445087870285096,0,Avoidant,3.126206283640021,0,1,1,6.070780035630315,1,Love,1,0,5.8390541491134265,1
35,2,2,High School,Part-time,68112,Different Religion,1,8.611666333877046,0,Collaborative,1.453928124620357,0,0,0,4.885780249950307,5,Other,0,0,5.526899468717989,0
19,26,0,Bachelor,Full-time,108504,Not Religious,1,2.257499722030455,2,Collaborative,2.0825266642227787,0,1,0,7.985806598434161,1,Love,0,0,7.741848636752981,0
23,26,3,No Formal Education,Homemaker,64610,Not Religious,1,9.330345942168048,5,Collaborative,4.987992616413587,0,0,0,5.606300305204815,2,Arranged,0,0,5.3479223645341945,0
27,12,1,High School,Full-time,53164,Not Religious,0,8.047625311735073,0,Aggressive,5.651049285609656,0,0,0,8.872237428070694,3,Love,1,0,1.9794682981156797,0
19,14,3,Bachelor,Full-time,33723,Different Religion,1,6.0747876636513,3,Collaborative,10.0,1,0,1,2.86680248711412,3,Arranged,0,0,4.730488991708199,1
27,1,1,Bachelor,Full-time,61642,Same Religion,1,5.5258284849048165,2,Collaborative,7.698671486211108,0,0,0,6.213084092250328,3,Love,1,0,6.702433973265416,0
36,7,0,Master,Full-time,79958,Not Religious,1,5.978954672688359,3,Collaborative,2.240563518009324,1,0,0,7.4026930925306,6,Love,0,0,5.337498618399434,0
28,2,3,Master,Part-time,45812,Same Religion,1,6.969235716360487,2,Avoidant,8.090881348657499,1,1,0,6.110834551155439,6,Love,1,0,6.558983214511419,1
29,1,2,Bachelor,Part-time,70818,Same Religion,1,8.46882923274362,0,Passive,5.127742540253469,0,0,1,6.993172030425375,3,Love,0,0,6.798526560789329,1
21,16,1,Bachelor,Part-time,54733,Same Religion,1,6.967793107493693,4,Aggressive,4.627375029497264,0,0,0,6.573321115715899,2,Love,0,0,9.588845251758531,0
24,1,2,Bachelor,Part-time,52030,Same Religion,0,6.555921704741114,1,Avoidant,3.299734350813578,0,0,0,3.371003914804311,5,Love,1,0,5.90658187222901,0
26,6,2,High School,Homemaker,69785,Same Religion,1,6.05293625184308,3,Avoidant,1.030237891493408,0,0,0,3.760935197605755,3,Love,1,0,8.909144571170149,0
26,27,3,High School,Part-time,22136,Not Religious,0,2.3135806923950666,1,Collaborative,5.0226528531851695,1,0,0,6.166789422197429,5,Love,0,0,7.171246160082113,1
34,2,1,Bachelor,Full-time,56173,Different Religion,1,2.679974363961589,2,Avoidant,1.7749458171690105,0,0,0,9.998600859031448,4,Arranged,0,0,5.223095470614069,0
30,38,1,High School,Full-time,79741,Same Religion,0,8.20070224312001,1,Passive,4.267582838292434,0,0,0,4.622335910636773,6,Love,0,0,9.636216541830905,0
22,40,0,Master,Full-time,56303,Different Religion,0,6.944701101752713,0,Collaborative,7.896878143383841,0,0,0,7.079706603588194,2,Love,0,0,10.0,1
29,8,2,High School,Part-time,60140,Not Religious,0,7.6547873744119155,1,Collaborative,7.573920386341193,0,0,0,5.9047266633369055,2,Love,1,0,5.246160244917626,0
30,1,4,High School,Full-time,57345,Same Religion,1,7.618036449442032,2,Collaborative,4.38862019944344,0,0,1,6.957516594827815,3,Love,0,1,5.719442874500797,0
